ID,Nombre,Edad,Promedio
2568,Oscar,15,4.1
2569,Laura,17,1.7
2570,Xiomara,17,2.8
2571,Stefania,25,3.1
2572,Juliana,20,4.4
2573,Diego,19,2.1
2574,Valeria,16,4.0
2575,Camila,24,1.4
2576,Catalina,18,1.7
2577,Manuela,20,2.8
2578,Alejandra,18,3.9
2579,Felipe,21,4.4
2580,Ricardo,19,2.9
2581,Camila,23,4.1
2582,Juan,16,3.1
2583,Fernando,21,3.5
2584,Jonathan,21,1.7
2585,Manuela,21,4.8
2586,Esteban,17,4.3
2587,Andrea,15,4.7
2588,Lucia,21,3.8
2589,Cristian,25,2.6
2590,Emanuel,16,2.7
2591,Camila,17,1.0
2592,Tomas,20,1.7
2593,Bryan,16,4.4
2594,Andres,20,3.7
2595,Eduardo,16,3.2
2596,Alejandra,25,2.8
2597,Felipe,18,3.3
2598,Tomas,18,4.6
2599,Pablo,20,4.1
2600,Miguel,15,1.8
2601,Angelica,15,4.8
2602,Isabella,21,2.6
2603,Camila,15,2.1
2604,Lucia,20,4.8
2605,Kevin,20,1.8
2606,Alejandro,15,3.9
2607,Kevin,22,2.0
2608,Carolina,22,5.0
2609,Diego,17,2.0
2610,Lucia,16,4.0
2611,Paola,21,3.2
2612,Tatiana,22,1.7
2613,Diana,16,1.3
2614,Santiago,15,4.3
2615,Manuela,18,3.2
2616,Esteban,16,4.4
2617,Bryan,18,4.8
2618,Mario,24,4.7
2619,Carolina,24,3.1
2620,Juan,24,1.4
2621,Alejandra,16,3.1
2622,David,23,2.1
2623,Rosa,20,2.0
2624,Alejandra,20,4.4
2625,Alexander,16,1.4
2626,Tatiana,21,2.3
2627,Manuela,21,1.1
2628,Jonathan,22,3.6
2629,Miguel,20,2.7
2630,Claudia,15,1.4
2631,Andrea,25,1.3
2632,Miguel,21,2.7
2633,Mateo,20,3.1
2634,Beatriz,15,4.7
2635,Valeria,23,4.3
2636,Claudia,20,4.7
2637,David,19,4.2
2638,Mario,22,4.4
2639,Jorge,23,3.5
2640,Cristian,19,1.9
2641,Julian,23,4.1
2642,Natalia,25,1.4
2643,Felipe,21,2.1
2644,Christian,20,1.3
2645,Liliana,19,3.2
2646,Emanuel,17,3.1
2647,Lucia,22,2.3
2648,Claudia,22,4.2
2649,Alejandra,17,3.3
2650,Camila,16,3.0
2651,Gabriela,24,1.8
2652,Kevin,24,3.1
2653,Vanessa,22,1.0
2654,Isabella,18,1.2
2655,Emanuel,21,1.8
2656,Mario,20,2.9
2657,Luis,25,1.6
2658,Sergio,19,1.1
2659,David,18,1.7
2660,Mario,25,2.1
2661,Bryan,18,4.8
2662,Liliana,22,2.0
2663,Cristian,21,3.6
2664,David,18,1.6
2665,Luis,23,3.9
2666,Beatriz,23,4.0
2667,Stefania,15,1.0
2668,Martha,16,3.7
2669,Gloria,22,3.2
2670,Liliana,15,2.2
2671,Claudia,24,1.2
2672,Sofia,20,4.9
2673,Kevin,22,4.8
2674,Angelica,22,1.0
2675,Gloria,21,4.7
2676,Isabella,18,3.8
2677,Angelica,25,3.9
2678,Ana,24,1.7
2679,Tatiana,22,3.8
2680,Jorge,18,2.5
2681,Christian,22,2.2
2682,Roberto,16,2.0
2683,Mauricio,15,3.2
2684,Sergio,23,3.9
2685,Natalia,21,1.0
2686,Bryan,24,4.8
2687,Tatiana,22,2.3
2688,Rosa,16,1.2
2689,Stefania,17,2.3
2690,Santiago,22,4.2
2691,Andres,22,4.3
2692,Paola,18,4.3
2693,Tomas,16,1.9
2694,Lucia,18,3.8
2695,Vanessa,19,1.3
2696,Andres,17,1.5
2697,Patricia,19,4.7
2698,Julian,25,1.6
2699,Camila,24,4.1
2700,Catalina,23,3.7
2701,Juan,18,2.9
2702,Mauricio,19,4.4
2703,Kevin,23,4.9
2704,Alexander,18,2.9
2705,Alexander,21,3.1
2706,Lucia,20,4.7
2707,Felipe,16,1.6
2708,Sebastian,16,4.2
2709,Ivan,19,3.1
2710,Tomas,16,2.2
2711,Catalina,23,3.4
2712,Andrea,16,4.0
2713,Diana,22,2.1
2714,Eduardo,20,2.8
2715,Sergio,23,1.5
2716,Andrea,21,1.2
2717,Andrea,20,3.0
2718,Paola,19,3.9
2719,Sebastian,20,2.7
2720,Esteban,15,1.7
2721,Maria,20,4.6
2722,Nicolas,16,3.3
2723,Lucia,16,2.3
2724,Nicolas,23,3.4
2725,David,25,4.1
2726,Alejandro,25,3.4
2727,Esteban,18,2.9
2728,Diana,17,4.2
2729,Eduardo,16,4.5
2730,Esteban,18,3.4
2731,Eduardo,22,4.9
2732,Claudia,19,3.4
2733,Esteban,24,1.7
2734,Monica,16,3.0
2735,Daniel,21,3.3
2736,Alexander,18,2.1
2737,Miguel,24,3.4
2738,Nicolas,20,5.0
2739,Carlos,24,3.0
2740,Luis,18,3.0
2741,Gabriela,16,3.7
2742,Maria,19,4.4
2743,Andrea,25,3.2
2744,Isabella,25,4.5
2745,Liliana,18,2.9
2746,Vanessa,16,3.6
2747,Isabella,24,4.7
2748,Kevin,24,2.1
2749,Elena,16,1.7
2750,Daniela,18,4.7
2751,Mario,25,3.5
2752,Paula,18,2.2
2753,Tatiana,20,4.0
2754,Stefania,16,3.3
2755,Sofia,21,2.7
2756,Laura,25,2.0
2757,Jorge,15,2.9
2758,Christian,25,3.1
2759,David,24,1.3
2760,Natalia,15,2.3
2761,Alejandra,21,2.1
2762,Laura,17,3.8
2763,Oscar,17,1.0
2764,Andrea,21,2.4
2765,Tomas,16,1.2
2766,Liliana,19,4.8
2767,Monica,17,1.6
2768,Monica,19,3.8
2769,Oscar,16,1.3
2770,Mateo,19,1.4
2771,Martha,19,4.3
2772,Samuel,22,2.9
2773,Valentina,23,3.1
2774,Adriana,15,3.8
2775,Ivan,17,3.7
2776,Alejandro,23,4.7
2777,Ana,24,1.1
2778,Martha,15,2.1
2779,Roberto,17,1.5
2780,Santiago,15,1.6
2781,Steven,15,2.1
2782,Melissa,23,4.9
2783,Cristian,25,1.0
2784,Paola,21,2.9
2785,Catalina,22,1.5
2786,Rosa,20,1.7
2787,Monica,20,2.2
2788,Emanuel,21,1.5
2789,Valeria,20,1.5
2790,Samuel,17,1.2
2791,Christian,22,3.1
2792,Nicolas,22,2.7
2793,Mateo,24,2.1
2794,Mariana,18,2.9
2795,Fernando,22,2.4
2796,Patricia,16,3.1
2797,Xiomara,16,2.4
2798,Ivan,15,4.0
2799,Fernando,21,1.4
2800,Jorge,17,3.8
2801,Jonathan,19,3.5
2802,Christian,24,4.5
2803,Fernando,15,3.2
2804,David,23,4.6
2805,Angelica,19,4.3
2806,Daniela,22,2.7
2807,Juan,21,5.0
2808,Eduardo,23,4.2
2809,Sofia,20,2.3
2810,Sebastian,24,2.3
2811,David,25,3.9
2812,Mariana,17,1.6
2813,Isabella,15,1.6
2814,Vanessa,22,1.9
2815,Lucia,21,2.7
2816,Alejandra,15,2.9
2817,Hector,21,1.0
2818,Diego,17,2.7
2819,Liliana,20,3.9
2820,Diana,22,3.3
2821,Ricardo,21,1.2
2822,Tatiana,20,2.8
2823,Carolina,18,2.1
2824,Lucia,20,1.7
2825,Gabriela,18,2.0
2826,Jonathan,20,1.8
2827,Cristian,22,1.1
2828,Jose,16,1.6
2829,Jonathan,23,2.4
2830,Daniela,18,2.7
2831,Elena,22,4.1
2832,Manuela,22,4.1
2833,Xiomara,20,3.2
2834,Sofia,18,4.7
2835,Angela,20,4.3
2836,Camila,15,1.6
2837,Rosa,17,1.5
2838,Kevin,25,3.9
2839,Paola,19,1.2
2840,Fernando,17,1.4
2841,Lucia,23,1.9
2842,Nicolas,24,2.9
2843,Sergio,24,3.9
2844,Mariana,15,3.9
2845,Luis,17,2.5
2846,Diana,22,4.9
2847,Bryan,21,1.3
2848,Natalia,21,4.8
2849,Esteban,18,4.1
2850,Mauricio,23,2.2
2851,Jorge,24,2.1
2852,Angelica,18,3.9
2853,Nicolas,19,2.7
2854,Steven,24,4.2
2855,Fernando,17,4.4
2856,Monica,18,1.6
2857,Melissa,19,4.6
2858,Diana,25,3.6
2859,Gustavo,16,2.2
2860,Laura,18,2.2
2861,Maria,23,4.9
2862,Sara,16,3.4
2863,Luis,21,2.1
2864,Angela,16,1.8
2865,Miguel,17,3.6
2866,Valeria,20,1.7
2867,Ivan,24,1.3
2868,Pablo,18,2.7
2869,Laura,19,1.5
2870,Gloria,24,4.3
2871,Ricardo,24,3.8
2872,Nicolas,15,5.0
2873,Alexander,23,4.0
2874,Daniela,18,1.4
2875,Steven,22,1.5
2876,Miguel,20,3.8
2877,Sebastian,23,3.4
2878,Ana,23,1.9
2879,Rosa,25,3.9
2880,Sergio,22,2.1
2881,Valeria,24,1.7
2882,Paula,22,4.0
2883,Alejandra,24,4.6
2884,Manuela,23,1.5
2885,Ana,23,1.8
2886,Carolina,22,1.1
2887,Carolina,25,1.0
2888,Angela,19,2.5
2889,Juliana,21,3.5
2890,Catalina,19,3.8
2891,Monica,16,2.7
2892,Mauricio,16,5.0
2893,Valeria,20,3.1
2894,Elena,21,1.5
2895,Lucia,23,3.1
2896,Santiago,24,1.3
2897,Sergio,18,4.5
2898,Catalina,18,4.2
2899,Claudia,25,4.5
2900,Isabella,22,3.2
2901,Carlos,20,1.9
2902,Tatiana,25,3.5
2903,Angelica,15,2.5
2904,Sofia,23,4.2
2905,Pablo,25,4.2
2906,Julian,24,3.1
2907,Ana,25,3.5
2908,Esteban,16,1.4
2909,Mariana,18,1.2
2910,Camila,18,3.3
2911,Bryan,19,3.0
2912,Alejandro,21,1.0
2913,Maria,22,2.0
2914,Roberto,21,3.4
2915,Miguel,17,3.4
2916,Elena,22,4.3
2917,Tatiana,17,2.1
2918,Julian,19,4.0
2919,Valeria,25,2.6
2920,Martha,15,2.1
2921,Emanuel,22,1.2
2922,Sara,22,3.5
2923,Christian,19,1.4
2924,Gabriela,21,3.8
2925,Stefania,20,3.8
2926,Paula,19,4.2
2927,Diego,22,3.6
2928,Valentina,20,4.9
2929,Martha,15,4.3
2930,Martha,15,3.6
2931,Jose,23,4.6
2932,Andrea,22,3.8
2933,Esteban,18,2.8
2934,Martha,22,2.6
2935,Diana,20,3.2
2936,Vanessa,17,4.0
2937,Elena,18,2.1
2938,Sebastian,15,2.9
2939,Christian,18,4.2
2940,Laura,23,4.0
2941,Natalia,17,2.7
2942,Kevin,17,3.9
2943,Liliana,19,1.4
2944,Fernando,17,2.9
2945,Alejandra,22,3.4
2946,Valeria,16,2.7
2947,Julian,15,3.7
2948,Mariana,19,4.1
2949,Daniel,21,2.6
2950,Bryan,15,2.5
2951,Samuel,20,2.6
2952,Kevin,15,4.1
2953,Diego,25,5.0
2954,Mateo,24,3.3
2955,Catalina,25,3.6
2956,Alejandra,25,1.4
2957,Diana,22,1.1
2958,Samuel,18,2.1
2959,Angelica,15,2.4
2960,Juan,20,1.1
2961,Carolina,25,1.1
2962,Diana,19,2.9
2963,Monica,21,1.3
2964,Liliana,20,4.4
2965,Pablo,25,4.4
2966,Alexander,19,2.6
2967,Pablo,18,4.8
2968,Carlos,17,3.5
2969,Oscar,25,3.6
2970,Sara,22,4.9
2971,Diana,22,4.5
2972,Ivan,19,4.5
2973,Valeria,25,2.6
2974,Claudia,21,1.6
2975,Ana,22,1.7
2976,Felipe,24,3.7
2977,Rosa,22,4.4
2978,Ivan,25,1.6
2979,Jose,25,1.9
2980,Carlos,22,4.6
2981,Sergio,24,1.2
2982,Rosa,18,4.2
2983,Alejandro,16,3.3
2984,Samuel,21,2.5
2985,Beatriz,17,1.8
2986,Angela,18,4.5
2987,Daniela,16,4.5
2988,Mateo,21,3.7
2989,Vanessa,16,3.8
2990,Carolina,25,4.1
2991,Ricardo,21,3.6
2992,Carolina,17,2.0
2993,Gustavo,19,4.8
2994,Bryan,23,1.7
2995,Juan,20,4.9
2996,Natalia,16,2.7
2997,Gloria,21,1.6
2998,Daniela,19,3.1
2999,Christian,22,2.7
3000,Manuela,22,3.9
3001,Adriana,15,4.9
3002,Tomas,17,3.3
3003,Adriana,21,1.6
3004,Maria,21,1.0
3005,Bryan,17,4.7
3006,Hector,17,3.0
3007,Rosa,15,1.5
3008,Ivan,23,3.6
3009,Adriana,23,2.7
3010,Mario,24,2.8
3011,Ana,21,2.0
3012,Gloria,16,2.3
3013,Xiomara,22,1.5
3014,Stefania,22,4.1
3015,Jose,18,2.3
3016,Miguel,19,4.8
3017,Isabella,19,3.1
3018,David,25,2.8
3019,Laura,19,2.3
3020,Pablo,22,2.7
3021,Daniel,23,1.7
3022,Vanessa,22,3.1
3023,Sergio,24,4.4
3024,Valeria,25,3.1
3025,Luis,21,3.4
3026,Alejandro,22,3.9
3027,Patricia,21,4.3
3028,Sofia,23,2.5
3029,Pablo,15,1.5
3030,Santiago,25,2.5
3031,Valentina,23,1.4
3032,Beatriz,22,4.9
3033,Monica,16,3.3
3034,Esteban,25,1.7
3035,Fernando,23,2.0
3036,Paula,20,3.8
3037,Mateo,19,4.8
3038,Paula,19,1.6
3039,Felipe,16,4.2
3040,Andres,23,2.5
3041,Steven,21,1.7
3042,Jonathan,16,2.5
3043,Angela,19,4.6
3044,Juan,15,2.6
3045,Ivan,20,1.7
3046,Xiomara,23,4.4
3047,Daniel,18,3.6
3048,Stefania,25,2.5
3049,Roberto,15,4.4
3050,Kevin,25,3.1
3051,Tatiana,22,4.6
3052,Paula,17,3.0
3053,Claudia,24,3.1
3054,Xiomara,16,1.3
3055,Angela,21,3.0
3056,Diego,16,3.9
3057,Cristian,18,2.3
3058,Xiomara,23,3.0
3059,Lucia,17,3.1
3060,Felipe,24,2.6
3061,Paula,17,1.6
3062,Alexander,16,2.9
3063,Eduardo,15,3.6
3064,Angela,19,1.2
3065,Alexander,18,4.6
3066,Roberto,19,1.8
3067,Jose,24,3.3
3068,Tomas,24,1.1
3069,Isabella,25,2.6
3070,Valentina,24,4.1
3071,Ana,24,5.0
3072,Valeria,25,1.4
3073,Claudia,18,1.7
3074,Ana,17,4.1
3075,Roberto,15,4.9
3076,Mateo,20,3.6
3077,Vanessa,16,4.4
3078,Angelica,16,4.2
3079,Isabella,21,3.1
3080,Claudia,15,3.3
3081,Tomas,19,4.1
3082,Ana,16,2.1
3083,Gloria,19,3.5
3084,Melissa,20,2.5
3085,Angela,16,2.6
3086,Ana,16,2.9
3087,Isabella,25,4.3
3088,Daniela,25,1.4
3089,Jorge,24,2.5
3090,Sofia,19,4.1
3091,Adriana,23,1.4
3092,Andrea,18,2.2
3093,Mario,22,2.5
3094,Fernando,24,4.2
3095,Catalina,20,1.9
3096,Claudia,15,3.8
3097,Gustavo,24,1.7
3098,Melissa,18,2.0
3099,Angelica,24,1.1
3100,Stefania,22,4.1
3101,Maria,22,4.4
3102,Valentina,16,3.1
3103,Sara,23,4.2
3104,Beatriz,18,2.1
3105,David,19,1.4
3106,Paula,24,1.1
3107,Gustavo,24,3.8
3108,Jorge,19,3.1
3109,Eduardo,17,2.0
3110,Andres,22,4.0
3111,Mateo,15,3.4
3112,Juliana,25,3.4
3113,Bryan,17,1.9
3114,Liliana,20,1.4
3115,Paola,17,1.7
3116,Sofia,19,2.3
3117,Emanuel,16,4.0
3118,Andrea,18,4.4
3119,Kevin,22,3.7
3120,Fernando,22,1.3
3121,Natalia,25,3.6
3122,Gabriela,18,2.8
3123,Ricardo,23,3.7
3124,David,20,4.2
3125,Mariana,17,4.5
3126,Rosa,21,3.1
3127,Mariana,25,4.6
3128,Martha,25,4.0
3129,Natalia,25,4.3
3130,Camila,20,3.7
3131,Adriana,17,3.5
3132,Luis,24,1.7
3133,Sara,24,4.6
3134,Esteban,21,2.2
3135,Isabella,18,2.7
3136,Santiago,20,4.2
3137,Emanuel,15,3.7
3138,Andrea,16,1.5
3139,Kevin,16,1.1
3140,Angelica,21,5.0
3141,Vanessa,21,4.4
3142,Oscar,21,3.2
3143,Julian,21,2.7
3144,Pablo,22,1.0
3145,Bryan,19,1.4
3146,Felipe,23,2.5
3147,Alejandra,25,4.0
3148,Claudia,22,4.9
3149,Paula,20,4.7
3150,Natalia,19,1.3
3151,Jorge,24,2.5
3152,Sofia,24,2.3
3153,Juan,25,2.9
3154,Eduardo,17,2.5
3155,Hector,24,2.5
3156,Andrea,15,3.0
3157,Mariana,24,2.2
3158,Ricardo,25,4.6
3159,Diego,18,4.7
3160,Diego,20,1.7
3161,Daniela,18,3.2
3162,David,20,3.6
3163,Juan,22,3.4
3164,Felipe,16,1.1
3165,Andrea,19,3.3
3166,Christian,18,1.8
3167,Valeria,19,4.3
3168,Juliana,23,3.9
3169,Sergio,19,3.1
3170,Claudia,16,3.7
3171,Eduardo,19,3.8
3172,Mateo,25,4.6
3173,Christian,24,3.9
3174,Alejandra,19,3.9
3175,Laura,22,1.6
3176,Xiomara,21,4.7
3177,Paula,16,4.4
3178,Mauricio,23,2.3
3179,Isabella,18,4.4
3180,Stefania,15,4.4
3181,Santiago,20,2.9
3182,Paola,25,3.2
3183,Catalina,23,2.8
3184,Claudia,24,3.6
3185,Andrea,21,1.8
3186,Andrea,25,4.9
3187,Jorge,22,4.9
3188,Andrea,24,2.3
3189,Santiago,20,1.0
3190,Elena,17,4.7
3191,Stefania,16,1.6
3192,Claudia,23,4.1
3193,Valentina,21,1.7
3194,Oscar,19,4.4
3195,Nicolas,17,1.9
3196,Roberto,25,3.0
3197,Gustavo,16,1.1
3198,Tatiana,15,2.5
3199,Jorge,22,1.8
3200,Vanessa,19,1.1
3201,Claudia,25,4.2
3202,Oscar,20,1.9
3203,Juliana,25,4.2
3204,Carolina,25,1.9
3205,Claudia,15,4.0
3206,Mariana,16,3.1
3207,Paola,22,1.5
3208,Bryan,23,1.1
3209,Jose,15,3.2
3210,Lucia,24,2.0
3211,Felipe,24,4.1
3212,Esteban,16,3.7
3213,Hector,19,1.6
3214,Miguel,22,1.1
3215,Bryan,21,3.7
3216,Miguel,18,1.5
3217,Hector,19,3.2
3218,Liliana,21,2.6
3219,Mario,19,1.1
3220,Miguel,16,3.6
3221,Laura,23,1.7
3222,Isabella,15,2.8
3223,Oscar,21,1.7
3224,Diana,20,2.2
3225,Felipe,15,1.2
3226,Mariana,20,2.7
3227,Carolina,17,2.0
3228,Tatiana,15,3.3
3229,Bryan,25,1.4
3230,Ricardo,16,3.5
3231,Sara,24,2.2
3232,Steven,18,4.3
3233,Daniel,20,1.1
3234,Paula,25,4.0
3235,Jorge,17,4.8
3236,Laura,15,4.9
3237,Mateo,21,3.9
3238,Eduardo,19,3.3
3239,Beatriz,19,3.2
3240,Alexander,20,2.0
3241,Angela,16,3.5
3242,Paula,19,4.7
3243,Alexander,19,2.9
3244,Roberto,16,2.2
3245,Diego,17,3.6
3246,Ricardo,17,1.4
3247,Luis,16,3.0
3248,Eduardo,20,1.1
3249,Steven,23,2.3
3250,Gustavo,22,2.9
3251,Ricardo,20,4.4
3252,Emanuel,17,3.0
3253,Alejandra,23,4.0
3254,Adriana,17,1.0
3255,Ana,24,2.5
3256,Andrea,22,1.2
3257,Carolina,23,3.5
3258,Hector,19,2.5
3259,Jorge,21,4.3
3260,Andrea,18,1.5
3261,Roberto,16,2.8
3262,Lucia,21,4.1
3263,Catalina,17,3.6
3264,Daniela,21,2.3
3265,Fernando,22,1.1
3266,Valeria,25,1.0
3267,Pablo,23,1.2
3268,Tomas,17,1.3
3269,Santiago,22,1.3
3270,Melissa,19,2.5
3271,Mariana,19,2.0
3272,Steven,21,4.4
3273,Christian,23,3.1
3274,Santiago,24,4.5
3275,Gabriela,19,2.3
3276,Patricia,19,1.1
3277,Steven,15,1.0
3278,Santiago,21,4.1
3279,Natalia,19,4.8
3280,Felipe,25,3.8
3281,Mateo,22,2.7
3282,Paula,20,4.4
3283,Christian,15,4.8
3284,Alejandro,19,4.4
3285,Emanuel,23,1.3
3286,Santiago,20,1.2
3287,Catalina,22,2.4
3288,Ana,20,4.0
3289,Kevin,25,1.3
3290,Eduardo,20,1.2
3291,Eduardo,22,1.2
3292,Lucia,16,3.7
3293,Patricia,18,3.7
3294,Andres,24,1.7
3295,Sofia,22,4.4
3296,Martha,15,4.2
3297,Diana,24,4.8
3298,Samuel,19,3.0
3299,Manuela,21,3.3
3300,Santiago,22,4.8
3301,Steven,24,2.9
3302,Oscar,23,3.4
3303,Martha,15,1.4
3304,Esteban,21,3.4
3305,Laura,24,3.9
3306,Eduardo,16,3.1
3307,Camila,24,2.9
3308,Natalia,19,3.9
3309,Emanuel,22,3.0
3310,Julian,22,3.6
3311,Monica,19,1.4
3312,Sebastian,15,3.8
3313,Rosa,19,1.6
3314,Beatriz,22,1.1
3315,Carlos,24,3.8
3316,Gabriela,19,3.1
3317,Patricia,20,3.4
3318,Roberto,17,3.3
3319,Manuela,19,4.7
3320,Elena,23,3.0
3321,Luis,17,2.6
3322,Eduardo,24,4.7
3323,Jonathan,20,5.0
3324,Laura,20,1.6
3325,Santiago,21,3.4
3326,Andres,21,2.5
3327,Emanuel,25,1.4
3328,Mario,20,2.4
3329,Diego,22,1.5
3330,Mauricio,24,2.5
3331,Liliana,25,2.3
3332,Daniel,22,2.1
3333,Elena,19,1.9
3334,Jorge,24,4.1
3335,Emanuel,24,2.9
3336,Miguel,18,2.1
3337,Manuela,22,3.8
3338,Manuela,21,2.0
3339,Alexander,22,3.6
3340,Paula,15,3.8
3341,Esteban,16,4.4
3342,Liliana,19,1.8
3343,Santiago,20,2.3
3344,Eduardo,16,3.0
3345,Santiago,19,3.4
3346,Tatiana,16,2.1
3347,Gabriela,24,1.1
3348,Sofia,16,2.8
3349,Daniela,20,1.6
3350,Diego,20,1.6
3351,Mateo,22,2.9
3352,Bryan,16,1.6
3353,Patricia,24,2.6
3354,Christian,15,4.5
3355,Sebastian,16,1.8
3356,Jorge,23,1.8
3357,David,20,4.9
3358,Alexander,23,4.8
3359,Cristian,23,1.3
3360,Paula,18,4.1
3361,Catalina,21,3.3
3362,Esteban,18,3.5
3363,Tomas,24,4.0
3364,Mariana,18,4.1
3365,Alexander,21,3.4
3366,Fernando,19,4.1
3367,Alejandro,22,2.4
3368,Cristian,22,3.8
3369,Santiago,19,1.7
3370,Melissa,25,3.8
3371,Ivan,25,1.4
3372,Diego,22,4.5
3373,Martha,15,4.2
3374,Jose,17,4.4
3375,David,21,1.5
3376,Angelica,20,3.1
3377,Carlos,24,3.3
3378,Emanuel,23,2.7
3379,Felipe,21,2.8
3380,Carlos,20,2.4
3381,Catalina,20,1.5
3382,Ana,16,4.0
3383,Gustavo,22,2.5
3384,Esteban,18,1.2
3385,Juan,15,3.6
3386,Pablo,21,4.2
3387,Martha,16,2.6
3388,Camila,21,1.0
3389,Julian,23,3.5
3390,Maria,15,1.1
3391,Miguel,15,1.9
3392,Gloria,17,2.1
3393,Stefania,19,3.7
3394,Jose,24,4.9
3395,Ricardo,15,4.9
3396,Santiago,22,4.6
3397,Sergio,18,3.4
3398,Nicolas,15,2.3
3399,Emanuel,15,1.1
3400,Patricia,23,4.8
3401,Liliana,19,1.8
3402,Pablo,19,2.1
3403,Claudia,24,2.0
3404,Adriana,25,4.7
3405,Laura,22,4.5
3406,Adriana,21,1.7
3407,Stefania,19,1.5
3408,Emanuel,19,2.5
3409,Camila,24,3.6
3410,Kevin,18,3.9
3411,Juan,21,4.0
3412,Julian,15,2.7
3413,Jorge,22,2.3
3414,Daniela,24,3.5
3415,Ivan,17,1.4
3416,Felipe,24,2.6
3417,Adriana,24,1.2
3418,Isabella,20,4.4
3419,Sebastian,21,2.8
3420,Cristian,20,4.3
3421,Jorge,22,2.4
3422,Andres,20,1.1
3423,Maria,15,3.2
3424,Diana,19,2.5
3425,Alexander,20,4.6
3426,Martha,16,2.7
3427,Gustavo,25,3.9
3428,Bryan,18,3.6
3429,Jonathan,19,3.2
3430,Melissa,24,1.2
3431,Sara,22,4.0
3432,Stefania,22,2.1
3433,Mauricio,20,2.8
3434,Lucia,15,4.9
3435,Martha,23,3.1
3436,Pablo,17,2.0
3437,Emanuel,19,3.8
3438,Roberto,21,3.5
3439,Julian,24,3.9
3440,Diana,18,2.6
3441,Nicolas,18,2.6
3442,Juan,21,1.2
3443,Bryan,17,3.2
3444,Ana,15,2.5
3445,Mauricio,25,2.4
3446,Vanessa,15,3.7
3447,Diana,21,2.8
3448,Sara,23,1.8
3449,Juliana,18,4.4
3450,Adriana,24,4.2
3451,Rosa,18,3.7
3452,Sara,16,2.2
3453,Alexander,20,2.1
3454,Pablo,25,2.7
3455,Cristian,16,4.1
3456,Sara,25,2.5
3457,Alejandra,23,2.0
3458,Cristian,24,4.6
3459,Xiomara,25,3.1
3460,Andrea,24,4.9
3461,Paola,24,3.1
3462,Catalina,17,1.3
3463,Christian,15,4.4
3464,Pablo,16,2.4
3465,Sara,18,3.4
3466,Jonathan,23,1.3
3467,Juan,15,4.6
3468,Mateo,22,5.0
3469,Ivan,21,2.4
3470,Eduardo,18,4.7
3471,Valeria,25,4.7
3472,Laura,21,1.6
3473,Patricia,17,4.0
3474,Oscar,23,1.1
3475,Oscar,24,1.4
3476,Carlos,25,2.7
3477,Paola,21,2.4
3478,Alejandro,17,1.6
3479,Beatriz,25,4.4
3480,Kevin,18,3.1
3481,Steven,20,2.0
3482,Angela,22,4.4
3483,Paula,20,4.7
3484,Mario,15,4.1
3485,Andres,25,3.4
3486,Alejandro,17,1.0
3487,Jonathan,22,2.0
3488,Laura,18,4.3
3489,Carlos,25,4.9
3490,Manuela,20,2.0
3491,Maria,15,4.1
3492,Miguel,21,4.1
3493,Alexander,20,4.5
3494,Tomas,19,2.5
3495,Alexander,17,4.8
3496,Jonathan,25,2.8
3497,Melissa,20,2.1
3498,Jorge,16,3.9
3499,Samuel,16,3.0
3500,Eduardo,15,1.7
3501,Juliana,23,3.5
3502,Angelica,24,1.9
3503,Mateo,20,3.8
3504,Ricardo,17,1.2
3505,Christian,22,4.9
3506,Diego,22,4.4
3507,Gabriela,23,3.9
3508,Tomas,22,2.6
3509,Gloria,24,3.8
3510,Julian,15,2.7
3511,Angelica,16,5.0
3512,Xiomara,15,4.8
3513,Catalina,22,2.4
3514,Mateo,20,4.3
3515,Sara,25,3.0
3516,Daniel,18,1.6
3517,Mauricio,22,1.8
3518,Natalia,16,3.0
3519,Diego,22,4.9
3520,Andrea,20,2.6
3521,Alejandra,20,2.0
3522,Steven,16,3.9
3523,Martha,23,4.0
3524,Mauricio,17,3.6
3525,Fernando,25,1.8
3526,Esteban,17,3.6
3527,Andres,18,3.6
3528,Jorge,25,4.6
3529,Jonathan,21,4.3
3530,Ricardo,16,4.3
3531,Angela,16,2.0
3532,Angelica,23,1.9
3533,Felipe,24,1.8
3534,Elena,18,4.8
3535,Angela,16,1.1
3536,Ricardo,15,2.0
3537,Beatriz,15,5.0
3538,Mario,20,4.5
3539,Ricardo,21,4.1
3540,Gloria,17,3.5
3541,Gustavo,19,4.3
3542,Adriana,24,1.6
3543,Alexander,23,2.6
3544,Isabella,23,4.5
3545,Alexander,23,2.2
3546,Emanuel,15,3.9
3547,Angela,18,1.5
3548,Andrea,21,1.4
3549,Eduardo,22,3.6
3550,Paula,16,1.4
3551,Samuel,21,2.8
3552,Alejandra,20,3.3
3553,Laura,15,4.7
3554,Ivan,22,3.2
3555,Samuel,19,1.3
3556,Manuela,22,3.2
3557,Martha,16,2.9
3558,Stefania,25,1.5
3559,David,23,3.6
3560,Gloria,19,3.1
3561,Oscar,18,2.2
3562,Lucia,15,3.7
3563,Gloria,22,2.4
3564,Julian,25,1.9
3565,Gloria,15,3.3
3566,Stefania,19,3.4
3567,Christian,23,4.1
3568,Alexander,25,2.5
3569,Paula,24,2.0
3570,Daniel,22,4.2
3571,Alejandro,19,3.4
3572,Adriana,18,1.9
3573,Martha,18,5.0
3574,Daniela,15,1.1
3575,Ricardo,24,2.7
